direction,outcome,arch,decile,pred,obs,n
M2I,composite_30d,late:wsrc,9,0.8985975665748394,0.3878787878787879,330
M2I,cv_first,uni:ehr_only,0,0.05027570548167369,0.016181229773462782,309
M2I,cv_first,uni:ehr_only,1,0.15034057735971457,0.022727272727272728,308
M2I,cv_first,uni:ehr_only,2,0.25024326954265325,0.022727272727272728,308
M2I,cv_first,uni:ehr_only,3,0.350145961725592,0.032467532467532464,308
M2I,cv_first,uni:ehr_only,4,0.45021083360363284,0.042071197411003236,309
M2I,cv_first,uni:ehr_only,5,0.5502757054816737,0.06168831168831169,308
M2I,cv_first,uni:ehr_only,6,0.6501783976646124,0.12987012987012986,308
M2I,cv_first,uni:ehr_only,7,0.7500810898475511,0.14285714285714285,308
M2I,cv_first,uni:ehr_only,8,0.8499837820304899,0.19155844155844157,308
M2I,cv_first,uni:ehr_only,9,0.9500486539085308,0.27184466019417475,309
M2I,cv_first,early:plain,0,0.004189613179184225,0.045307443365695796,309
M2I,cv_first,early:plain,1,0.009517984850658233,0.03571428571428571,308
M2I,cv_first,early:plain,2,0.014832208498186037,0.03571428571428571,308
M2I,cv_first,early:plain,3,0.021358891902398078,0.022727272727272728,308
M2I,cv_first,early:plain,4,0.029831456510430805,0.061488673139158574,309
M2I,cv_first,early:plain,5,0.042450445406570926,0.09415584415584416,308
M2I,cv_first,early:plain,6,0.06401286366443484,0.09090909090909091,308
M2I,cv_first,early:plain,7,0.10126353927405633,0.12987012987012986,308
M2I,cv_first,early:plain,8,0.18121569513263652,0.17207792207792208,308
M2I,cv_first,early:plain,9,0.4451273191453794,0.2459546925566343,309
M2I,cv_first,early:blockstd,0,0.02754434276077628,0.016181229773462782,309
M2I,cv_first,early:blockstd,1,0.03419761635945507,0.016233766233766232,308
M2I,cv_first,early:blockstd,2,0.03901449541855998,0.02922077922077922,308
M2I,cv_first,early:blockstd,3,0.04387732058579763,0.032467532467532464,308
M2I,cv_first,early:blockstd,4,0.04967156959894763,0.045307443365695796,309
M2I,cv_first,early:blockstd,5,0.05669131792132508,0.09090909090909091,308
M2I,cv_first,early:blockstd,6,0.06580009367711367,0.1038961038961039,308
M2I,cv_first,early:blockstd,7,0.07929437887237753,0.11038961038961038,308
M2I,cv_first,early:blockstd,8,0.10335697616286806,0.21753246753246752,308
M2I,cv_first,early:blockstd,9,0.1600513300501732,0.27184466019417475,309
M2I,cv_first,inter:plain,0,2.4359676602248026e-12,0.0970873786407767,309
M2I,cv_first,inter:plain,1,1.4131202874523296e-09,0.08441558441558442,308
M2I,cv_first,inter:plain,2,7.92233478819071e-08,0.05519480519480519,308
M2I,cv_first,inter:plain,3,1.6919514109758893e-06,0.05519480519480519,308
M2I,cv_first,inter:plain,4,2.0760386178153567e-05,0.08414239482200647,309
M2I,cv_first,inter:plain,5,0.00021467189071699977,0.08116883116883117,308
M2I,cv_first,inter:plain,6,0.0018442710861563683,0.08116883116883117,308
M2I,cv_first,inter:plain,7,0.022567542269825935,0.08441558441558442,308
M2I,cv_first,inter:plain,8,0.3387163281440735,0.12337662337662338,308
M2I,cv_first,inter:plain,9,0.9372063875198364,0.18770226537216828,309
M2I,cv_first,late:mean,0,0.15386496782123912,0.022653721682847898,309
M2I,cv_first,late:mean,1,0.2671747243998298,0.016233766233766232,308
M2I,cv_first,late:mean,2,0.3427752105176691,0.06168831168831169,308
M2I,cv_first,late:mean,3,0.40782551144337825,0.05825242718446602,309
M2I,cv_first,late:mean,4,0.46373256568277654,0.07792207792207792,308
M2I,cv_first,late:mean,5,0.5146167082998092,0.09740259740259741,308
M2I,cv_first,late:mean,6,0.575019693248691,0.12012987012987013,308
M2I,cv_first,late:mean,7,0.6523380730524746,0.07142857142857142,308
M2I,cv_first,late:mean,8,0.7440035637408327,0.1331168831168831,308
M2I,cv_first,late:mean,9,0.880460180948452,0.2750809061488673,309
M2I,cv_first,late:wsrc,0,0.142909414505058,0.016181229773462782,309
M2I,cv_first,late:wsrc,1,0.2531288307054606,0.022727272727272728,308
M2I,cv_first,late:wsrc,2,0.330637534700136,0.01948051948051948,308
M2I,cv_first,late:wsrc,3,0.39726484997325084,0.05519480519480519,308
M2I,cv_first,late:wsrc,4,0.45984323154326834,0.042071197411003236,309
M2I,cv_first,late:wsrc,5,0.5240268428457692,0.12337662337662338,308
M2I,cv_first,late:wsrc,6,0.5931587812933093,0.11363636363636363,308
M2I,cv_first,late:wsrc,7,0.6644361780775176,0.11688311688311688,308
M2I,cv_first,late:wsrc,8,0.7527974154454045,0.14935064935064934,308
M2I,cv_first,late:wsrc,9,0.8834650452895985,0.2750809061488673,309
M2M,death_30d,uni:ehr_only,0,0.05154990031736689,0.0,165
M2M,death_30d,uni:ehr_only,1,0.15160598912016524,0.006060606060606061,165
M2M,death_30d,uni:ehr_only,2,0.2516700299309156,0.0,165
M2M,death_30d,uni:ehr_only,3,0.3517295025494145,0.012121212121212121,165
M2M,death_30d,uni:ehr_only,4,0.4517936182458703,0.006060606060606061,165
M2M,death_30d,uni:ehr_only,5,0.5515417760627863,0.036585365853658534,164
